id,width,height
644562-1,3456,4608
869718-0,2016,1512
1021650-0,2080,1560
1266184-2,2080,1560
622033-2,1952,1464
853998-0,2000,1500
811195-0,3456,4608
1001319-2,1952,1464
909530-1,1952,1464
930035-2,1952,1464
756186-2,2000,1500
1051806-1,2000,1500
981683-0,2048,1536
905918-0,2000,1500
783711-0,3456,4608
927058-2,1560,2080
878831-0,4000,3000
735430-2,4608,3456
2102603-1,2048,1536
865466-2,2000,1500
808099-2,2304,1728
1360233-1,3072,4080
808837-2,1560,2080
777054-1,3000,4000
937045-1,4608,3456
759331-0,2000,1500
869312-0,3456,4608
883154-2,2080,1560
949601-1,2016,1512
1083923-1,1560,2080
757582-0,2000,1500
895182-0,4000,3000
969331-0,2048,1536
1021648-0,3504,2628
669730-1,1560,2080
775102-0,4000,3000
848768-2,2016,1512
816446-2,2312,1734
756199-2,2048,1536
876883-0,2736,3648
839456-1,1560,2080
766392-2,4000,3000
936059-0,2000,1500
756286-1,1560,2080
808128-2,2000,1500
1330890-0,3000,4000
920336-2,4000,3000
882729-0,2736,3648
756209-0,1224,1632
1291190-0,2000,1500
868491-2,2736,3648
863122-0,1728,2304
648048-1,1728,2304
617908-2,1224,1632
622040-1,2016,1512
2007819-0,2736,3648
546158-1,3648,2736
1329533-2,2080,1560
1330694-1,2000,1500
933200-0,1224,1632
669652-0,4000,3000
648055-1,2000,1500
622014-1,2000,1500
2198285-0,2000,1500
2177649-1,1940,2592
1263928-2,1728,2304
2017836-1,4608,3456
936070-0,864,1152
1251970-1,2736,3648
623836-1,1560,2080
622069-0,2016,1512
1079789-1,1560,2080
788925-1,3456,4608
2207997-3,2080,1560
1011702-2,4608,3456
949675-0,3000,4000
1537378-0,2000,1500
2213661-2,4000,3000
993472-2,4000,3000
756284-2,1464,1952
894393-0,3456,4608
775102-2,4000,3000
1908813-1,3000,4000
1106655-1,2000,1500
706043-1,2304,1728
1087638-2,4000,3000
839884-1,1560,2080
910174-0,1728,2304
648082-3,1728,1296
1150332-0,1560,2080
766955-1,3000,4000
2087735-2,2016,1512
739228-0,2016,1512
849852-1,1536,2048
2214698-1,1224,1632
654844-2,2016,1512
1342951-2,1500,2000
863321-1,2304,1728
728796-0,1632,1224
941283-2,4000,3000
744508-1,1728,2304
1138940-2,1536,2048
2223755-0,4000,3000
868230-1,1560,2080
1353169-1,2628,3504
756272-1,1560,2080
1001319-1,1464,1952
879274-2,2048,1536
519350-1,3456,4608
1196018-2,2000,1500
2094877-1,1728,2304
2055976-1,3456,4608
674246-0,2080,1560
1022812-0,2000,1500
935000-1,2000,1500
937052-2,2000,1500
994156-0,2000,1500
2195977-2,1536,2048
648070-2,4000,3000
881213-0,2000,1500
1015284-2,2040,1536
765478-0,1488,1984
811197-2,3456,4608
2102618-2,1984,1488
766892-1,1536,2048
870548-2,2736,3648
690080-1,2016,1512
1282155-1,2016,1512
2052522-0,2000,1500
2225924-0,2048,1536
2193188-0,1952,1464
848579-1,1488,1984
764163-2,2080,1560
669730-0,1560,2080
938346-0,2000,1500
654821-0,2304,1728
766812-1,2000,1500
848579-2,1984,1488
1002730-2,2000,1500
938379-1,3000,4000
839456-0,1560,2080
1619578-1,1464,1952
806331-1,2016,1512
953160-2,1500,2000
756280-0,1560,2080
811125-4,2080,1560
756321-1,1224,1632
2156575-2,2592,1940
623644-1,3456,4608
654822-0,2304,1728
546164-1,2736,3648
886079-2,2304,1728
847333-2,1984,1488
935637-1,1224,1632
1021205-1,1560,2080
1954462-1,4000,3000
740315-1,1632,1224
1307753-2,4608,3456
839897-2,2080,1560
810538-1,1984,1488
1015501-1,4000,3000
768734-0,2000,1500
612526-2,1224,1632
745564-2,2736,3648
897381-2,4608,3456
1356525-0,3456,4608
810166-2,2080,1560
765467-1,2000,1500
740311-2,3000,4000
761238-0,1560,2080
1264166-2,3648,2736
875201-2,2080,1560
762608-1,1500,2000
808078-1,2016,1512
811125-9,2080,1560
777921-1,2080,1560
811273-2,4000,3000
808370-1,2312,1734
923399-2,2304,1728
805823-1,2736,3648
586910-2,3000,4000
888967-1,1560,2080
949599-0,2016,1512
755972-2,4608,3456
612523-2,1632,1224
2102654-0,2000,1500
937011-1,3456,4608
939345-2,1296,1728
849281-1,1560,2080
681174-0,2016,1512
927059-1,1560,2080
755582-0,3456,4608
740314-0,1224,1632
2007824-1,3456,4608
895140-0,3456,4608
904560-2,2304,1728
882658-0,4608,3456
755602-0,3456,4608
878347-2,1560,2080
744636-0,1536,2048
2171350-1,2304,1728
2055262-2,2000,1500
514677-1,3000,4000
811296-1,2016,1512
619053-0,3456,4608
1537985-2,2816,2112
1150304-0,2080,1560
654910-2,2304,1728
782377-0,3456,4608
785330-1,3456,4608
1251998-2,4608,3456
1385958-0,3072,4096
888055-2,2000,1500
1136311-0,2080,1560
673963-2,2080,1560
681502-0,2016,1512
1017251-1,2736,3648
612537-0,1224,1632
2102654-1,2000,1500
937054-2,2080,1560
935634-2,1632,1224
1063057-0,4608,3456
1014771-1,2080,1560
811125-0,2080,1560
885547-2,2048,1536
847956-2,2080,1560
918655-2,2304,1728
1251843-1,2736,3648
916251-2,2000,1500
809439-0,4000,3000
811282-1,2736,3648
1936045-2,2000,1500
2214279-1,1952,1464
756211-1,1560,2080
1149994-1,1224,1632
2178145-1,2048,1536
858695-0,4000,3000
922951-2,3456,4608
809510-0,2000,1500
893117-4,1560,2080
678865-2,3648,2736
1110103-0,4000,3000
844740-0,3000,4000
1087582-2,2000,1500
1006001-2,1632,1224
849248-2,2000,1500
861257-0,1728,2304
892740-2,3000,4000
1087638-1,3000,4000
805823-0,2736,3648
1943152-2,2048,1536
740337-2,1952,1464
807971-1,1728,2304
844355-1,2736,3648
849852-2,1536,2048
1054118-2,2304,1728
2208032-2,2080,1560
705152-0,2000,1500
768286-2,1984,1488
766842-2,3456,4608
756185-1,2000,1500
785330-0,3456,4608
2240809-2,2048,1536
623868-0,1560,2080
847956-1,1560,2080
760067-1,3072,4096
1959784-1,2000,1500
876165-1,2080,1560
857391-0,2736,3648
648028-2,4608,3456
1102755-2,2304,1728
810538-2,1984,1488
847697-1,1728,2304
1094732-1,3000,4000
589030-0,4000,3000
810731-0,2000,1500
1021660-0,1560,2080
2251336-1,2736,3648
2202669-0,4608,3456
2101202-0,1952,1464
671920-0,1728,2304
906549-0,1560,2080
1570616-2,2080,1560
844316-0,1224,1632
995313-3,2080,1560
680998-2,1512,2016
844449-2,1632,1224
886987-1,2304,1728
935120-1,3456,4608
756287-2,2048,1536
696728-2,2016,1512
1307747-0,3456,4608
680998-0,2016,1512
2234471-2,2736,3648
2137420-1,3456,4608
1712729-2,2304,1728
811297-1,1500,2000
669682-1,2000,1500
2192272-1,3648,2736
1009445-2,4608,3456
864919-2,2000,1500
1015279-0,2040,1536
1431132-0,2304,1728
596206-1,2000,1500
1240673-0,2080,1560
843407-2,2000,1496
581671-1,1224,1632
882657-0,1728,2304
755576-1,3456,4608
766340-2,1728,2304
788317-0,2000,1500
669698-0,3456,4608
754593-1,4000,3000
938078-2,2016,1512
942245-0,1512,2016
918538-1,2736,3648
612537-1,1224,1632
935772-0,4608,3456
648025-0,4000,3000
808127-1,2000,1500
2125787-0,1464,1952
514723-2,4000,3000
744691-2,2000,1500
1018645-3,4608,3456
810537-2,1984,1488
920438-0,2736,3648
747573-0,1224,1632
755594-0,4000,3000
787897-1,3456,4608
810714-0,1224,1632
866579-1,2016,1512
916292-2,4608,3456
1355760-0,2000,1500
1187804-2,1560,2080
755984-1,4608,3456
939065-0,3000,4000
878071-0,2016,1512
811194-1,3000,4000
953088-2,2000,1500
669654-1,3000,4000
970819-2,4000,3000
860573-2,3648,2736
807902-2,2304,1728
669652-1,4000,3000
2065564-2,2048,1536
943226-2,4000,3000
631984-0,3000,4000
1066114-0,2736,3648
623836-2,2080,1560
755667-2,4000,3000
813903-0,1500,2000
859994-0,3456,4608
1320007-2,2048,1536
1298601-2,1632,1224
815772-1,1560,2080
807885-2,4608,3456
1371573-0,1560,2080
1015279-2,2040,1536
849078-2,2000,1500
844311-2,3648,2736
785744-0,2000,1500
1408800-1,1464,1952
960097-1,2000,1500
1003523-0,1488,1984
1298949-0,2000,1500
705522-0,3648,2736
621482-1,4000,3000
812239-0,1224,1632
885747-2,4000,3000
868489-2,3000,4000
880895-2,4000,3000
913253-0,1224,1632
756319-2,2080,1560
289307-1,2736,3648
785744-1,2000,1500
860573-0,2736,3648
1431127-2,1728,2304
875205-0,1224,1632
779768-0,2040,1530
1155446-1,1500,2000
764235-0,2312,1734
808099-0,1728,2304
937051-0,3072,4096
622013-1,2000,1500
1034226-2,2304,1728
766958-0,3000,4000
747310-1,1632,1224
756003-0,2000,1500
1149840-1,2000,1500
785100-1,2736,3648
936854-1,1500,2000
1011699-1,1488,1984
902179-1,2000,1500
865467-0,3456,4608
699226-2,4000,3000
2135980-2,2048,1536
772168-2,1560,2080
844864-1,2040,1530
2054607-2,1152,864
705152-2,2000,1500
811197-1,3456,4608
868275-2,1952,1464
744668-2,2304,1728
1240415-0,2000,1500
864511-1,2112,2816
669575-0,3000,4000
810536-2,1560,2080
666433-2,1984,1488
1936961-2,2000,1500
1358080-2,1728,2304
840629-0,2000,1496
813283-0,1488,1984
992688-0,1728,2304
810593-1,1496,2000
877189-2,3648,2736
937051-1,3072,4096
740313-0,1464,1952
2207926-2,2080,1560
970912-1,3000,4000
2242499-1,1464,1952
2097710-1,2048,1536
936066-0,2000,1500
2052519-1,3648,2736
850967-1,1560,2080
811125-6,2080,1560
935023-0,2736,3648
697153-0,3456,4608
878068-1,2016,1512
810605-2,1632,1224
740356-1,1536,2048
669665-2,4608,3456
2102603-2,2048,1536
886683-0,3456,4608
1196018-1,2000,1500
767672-0,2080,1560
1020795-2,1952,1464
2178809-0,2048,1536
779693-2,3648,2736
981245-2,4096,3072
811296-2,2016,1512
2178917-0,2016,1512
654827-2,2016,1512
1077861-1,2080,1560
1970898-1,1560,2080
844944-0,1536,2048
654903-2,1952,1464
1329533-1,1560,2080
767977-1,3456,4608
780188-0,2080,1560
886722-2,2000,1500
864165-0,1488,1984
766892-3,2048,1536
805839-2,2080,1560
610140-0,1224,1632
939052-0,4000,3000
849281-0,2080,1560
970912-0,4000,3000
816446-1,2312,1734
839407-0,1224,1632
755974-0,2016,1512
759343-1,1560,2080
740316-2,2304,1728
2235220-0,1632,1224
885208-2,1500,2000
785846-2,1560,2080
939057-1,4000,3000
1251970-2,3648,2736
927051-0,2000,1500
766882-1,1728,2304
756810-0,2736,3648
740337-1,1464,1952
1370839-0,1224,1632
669715-1,1224,1632
1018722-2,2304,1728
786076-0,2080,1560
788739-1,1560,2080
879876-0,3456,4608
807547-1,2080,1560
1003523-1,1488,1984
854737-1,2080,1560
968040-0,1560,2080
1001323-1,3000,4000
865698-0,2736,3648
756115-2,2080,1560
838497-1,1224,1632
866113-0,1512,2016
648059-1,3648,2736
756180-2,4000,3000
680359-2,1632,1224
927059-2,2080,1560
755582-1,3456,4608
1519358-2,2000,1500
977930-2,2016,1512
977930-0,2016,1512
933198-1,1224,1632
765800-0,2304,1728
849600-0,2000,1500
849734-0,1224,1632
757582-1,2000,1500
868227-0,1500,2000
852130-0,3000,4000
858695-2,4000,3000
766961-2,1952,1464
757972-2,3648,2736
813907-1,1500,2000
747265-0,2040,1536
2241689-1,1940,2592
811365-0,2000,1500
935636-1,2040,1530
939057-0,4000,3000
2028899-0,3456,4608
813911-0,1500,2000
859994-2,4608,3456
810698-1,2040,1536
937060-2,4608,3456
875205-2,1632,1224
811359-0,2000,1500
648069-2,3648,2736
882658-1,4608,3456
937055-1,2040,1536
981683-1,2048,1536
1353218-2,4000,3000
771950-2,4000,3000
1970696-2,2080,1560
868654-0,1224,1632
1150332-2,1560,2080
879462-0,3648,2736
1066114-1,3648,2736
1356525-1,3456,4608
1087603-2,3648,2736
1001322-0,3000,4000
740314-1,1224,1632
864153-1,2048,1536
749423-0,4000,3000
617374-2,1224,1632
608742-2,1224,1632
648028-0,3456,4608
807001-1,3456,4608
1001317-0,1464,1952
739228-1,2016,1512
2208098-5,2080,1560
879448-0,2736,3648
2049716-2,2048,1536
576380-0,2000,1500
770159-1,2080,1560
2214305-0,1560,2080
876984-0,1496,2000
1336749-0,1224,1632
2062854-0,4000,3000
622064-2,2016,1512
2082909-2,2048,1536
622040-2,2016,1512
740354-1,1536,2048
1094732-0,3000,4000
864124-2,4608,3456
844311-0,2736,3648
864819-2,1632,1224
751684-2,2016,1508
1966696-0,1488,1984
678865-1,2736,3648
907171-1,1632,1224
1021660-1,1560,2080
1019119-3,2080,1560
612523-1,1224,1632
882654-0,3504,2628
966319-2,3648,2736
1053717-2,2080,1560
811295-2,2000,1500
1001310-0,1632,1224
755577-0,3456,4608
785097-1,2736,3648
756286-2,1560,2080
810326-0,2000,1500
1001323-2,4000,3000
669664-0,3456,4608
1252023-2,4608,3456
1674461-0,2304,1728
654827-0,2016,1512
1025994-3,3000,4000
864690-0,2628,3504
901951-1,2016,1512
581685-0,2000,1500
2240370-0,1728,2304
812345-0,2000,1500
648025-2,4000,3000
2125755-0,2080,1560
619053-2,4608,3456
886077-0,1632,1224
949196-1,2000,1500
879084-2,2736,3648
878029-0,4000,3000
1985400-0,4608,3456
886079-1,1728,2304
960097-0,2000,1500
764256-0,3456,4608
935772-1,3456,4608
1700299-0,4608,3456
648055-0,2000,1500
866412-0,2736,3648
1027298-2,2000,1500
632300-2,1952,1464
1447064-0,2628,3504
811368-1,2736,3648
811365-1,2000,1500
756188-1,1536,2048
868654-1,1224,1632
777270-2,2000,1500
844961-0,3456,4608
933453-1,3456,4608
923096-0,2000,1500
1298750-0,1560,2080
805775-1,3456,4608
845268-2,4608,3456
1155371-0,2048,1536
1419751-1,1560,2080
745555-1,1632,1224
810592-1,3456,4608
1936961-1,2000,1500
2209203-0,2080,1560
810535-2,1984,1488
1081062-2,4000,3000
756280-1,1560,2080
767357-0,2000,1500
1500119-2,1560,2080
735429-2,4608,3456
2208098-1,2080,1560
648025-1,3000,4000
844449-1,1224,1632
2041605-0,1500,2000
782508-2,2000,1500
993090-2,3648,2736
1012610-0,2000,1500
839898-0,1560,2080
805813-3,3456,4608
810535-1,1984,1488
864685-2,3504,2628
728787-0,1952,1464
865114-0,4000,3000
916251-0,2000,1500
805861-3,3456,4608
2007409-1,2048,1536
895737-0,1560,2080
861998-2,2000,1500
839898-2,2080,1560
1431127-1,1728,2304
1079789-2,2080,1560
669665-0,3456,4608
937009-1,3000,4000
1297472-0,1500,2000
849560-2,4608,3456
768697-1,3456,4608
669563-1,3456,4608
1011695-2,4608,3456
756139-2,1952,1464
756287-1,1536,2048
756001-2,2000,1500
703031-1,2736,3648
866824-2,2080,1560
882655-0,2016,1512
1076798-0,3000,4000
1149797-2,1224,1632
586861-0,1728,2304
586937-0,3648,2736
888087-0,2048,1536
966319-1,2736,3648
937059-2,4608,3456
755716-0,2080,1560
1418895-0,1560,2080
839440-0,2312,1734
878497-0,1224,1632
785097-2,2736,3648
807001-0,3456,4608
810340-2,1632,1224
861997-1,2040,1530
768734-2,2000,1500
910174-2,2304,1728
2007409-2,2048,1536
2052518-2,4000,3000
886987-0,2304,1728
608815-2,2000,1500
2208098-6,2080,1560
1034226-0,2304,1728
680361-1,1512,2016
756271-1,1728,2304
805835-1,3456,4608
578192-0,1500,2000
1009442-2,4608,3456
923096-1,2000,1500
770782-1,1728,2304
875201-1,2080,1560
880900-1,4000,3000
1155446-2,1500,2000
888082-0,2048,1536
903719-2,2000,1500
853999-0,3504,2628
617908-0,1632,1224
763456-0,3648,2736
937051-2,4096,3072
765328-2,2080,1560
810593-2,2000,1496
1131210-0,2000,1500
2145222-1,1728,2304
159768-0,2080,1560
1355784-1,2736,3648
786072-1,2080,1560
969331-1,2048,1536
810732-2,2000,1500
1252023-0,3456,4608
756266-2,1952,1464
788739-0,2080,1560
1014985-1,2736,3648
765751-0,1500,2000
669720-2,4608,3456
839886-1,1728,2304
755581-1,3456,4608
1017266-3,4608,3456
755962-2,2000,1500
666424-1,3456,4608
805685-1,1224,1632
608736-1,2000,1500
631947-2,1632,1224
781941-0,3648,2736
756207-0,1224,1632
808128-0,2000,1500
621482-2,4000,3000
1618407-2,2080,1560
2065564-1,2048,1536
2049716-0,2048,1536
681095-0,2016,1512
806235-1,1488,1984
755974-2,2016,1512
839886-0,1728,2304
514734-0,1368,1824
899505-2,2040,1530
861999-2,2000,1500
739230-1,2080,1560
968472-2,2000,1500
807166-0,2000,1500
882653-0,4608,3456
762852-0,2000,1500
868484-2,2000,1496
911407-0,1530,2040
1339110-2,4608,3456
2054607-0,864,1152
811356-2,4608,3456
586910-0,4000,3000
1451327-2,2000,1500
566673-1,2304,1728
772168-1,2080,1560
805861-2,4608,3456
2178917-2,2016,1512
766813-2,2000,1500
756288-2,2048,1536
808142-2,2000,1500
1014985-2,3648,2736
939059-1,1224,1632
882659-1,2736,3648
939347-2,2000,1500
905918-2,2000,1500
669665-1,3456,4608
960081-0,1224,1632
854737-0,2080,1560
696732-1,2080,1560
848768-1,1512,2016
766892-5,1536,2048
756321-0,1224,1632
811125-3,2080,1560
735440-2,1500,2000
756118-2,1560,2080
2178145-0,2048,1536
953205-1,1224,1632
886078-2,2816,2112
756211-0,2080,1560
807253-1,1500,2000
2235220-1,1224,1632
766856-1,2304,1728
669658-2,4000,3000
816442-1,3000,4000
2029000-2,2000,1500
2097710-2,2048,1536
723252-0,1496,2000
2071510-0,1560,2080
942329-2,2000,1500
758124-2,2736,3648
678865-0,2736,3648
861257-1,1728,2304
2040072-2,2000,1500
728379-1,2016,1512
880059-0,1632,1224
1252023-1,3456,4608
2161394-2,1824,1368
933425-0,2000,1500
810554-1,1560,2080
2015606-1,3456,4608
864153-2,2048,1536
766957-1,3000,4000
933425-2,1500,2000
879457-2,3648,2736
865164-0,2080,1560
2049716-1,2048,1536
905660-1,864,1152
849600-1,2000,1500
810732-0,2000,1500
2223860-0,4608,3456
1252023-3,3456,4608
779854-1,2080,1560
2195904-2,1512,2016
942313-0,1728,2304
811369-0,3000,4000
648067-0,4000,3000
756198-1,1560,2080
756178-1,1728,2304
993472-0,4000,3000
789144-2,2080,1560
844359-1,2736,3648
807885-0,3456,4608
745608-0,3648,2736
2241582-3,2080,1560
880899-1,2000,1496
788317-1,2000,1500
756299-1,1500,2000
756288-1,1536,2048
728379-2,2016,1512
2195977-1,1536,2048
1046257-2,2304,1728
885608-1,1728,2304
918532-1,1728,2304
654884-1,2016,1512
847502-2,1512,2016
1258298-2,2080,1560
756303-1,2000,1500
632300-1,1952,1464
756272-2,2080,1560
2033885-0,2040,1530
669651-0,2000,1500
666807-2,1632,1224
1131210-2,2000,1500
2082916-0,2000,1500
612525-1,2000,1500
669733-0,2000,1500
844359-0,2736,3648
805823-2,3648,2736
935023-1,2736,3648
766932-2,2000,1500
895182-2,4000,3000
868483-2,3648,2736
1020795-0,1952,1464
766960-0,1464,1952
839884-0,1560,2080
648043-1,3456,4608
756318-2,1952,1464
1001317-2,1952,1464
1942746-2,2048,1536
758002-0,2736,3648
888967-0,1560,2080
666424-2,4608,3456
849273-2,1952,1464
808837-0,2080,1560
879459-0,2736,3648
1305565-1,3000,4000
936070-2,1152,864
666807-1,1224,1632
2242499-0,1952,1464
1046257-0,2304,1728
881608-1,1496,2000
694271-0,1952,1464
935015-0,1728,2304
1343965-0,2016,1512
2071510-2,2080,1560
909530-2,1952,1464
809418-2,4000,3000
669752-2,4608,3456
756000-0,2000,1500
1282155-0,2016,1512
2031242-2,4608,3456
1102497-2,2000,1500
744679-1,1728,2304
2202669-2,3456,4608
785744-2,2000,1500
1006062-1,2304,1728
1015255-2,2000,1500
2235213-2,1224,1632
2069578-0,1500,2000
930035-1,1952,1464
864511-0,2112,2816
1251998-1,3456,4608
546055-2,4608,3456
644462-0,2736,3648
735429-0,3456,4608
860574-1,1496,2000
895133-1,1368,1824
988705-2,2000,1500
654822-1,2304,1728
1076136-0,2016,1512
867480-2,2112,2816
654822-2,2304,1728
772787-0,2000,1500
913253-1,1224,1632
2137420-0,3456,4608
942313-1,1728,2304
1307753-1,3456,4608
669637-1,1632,1224
1447064-2,3504,2628
1015596-2,1952,1464
765476-0,1488,1984
2192288-0,2080,1560
514842-0,4000,3000
1470685-2,2048,1536
810604-1,1496,2000
888104-2,1984,1488
1982573-0,3456,4608
844961-1,3456,4608
844439-2,2312,1734
844449-0,1224,1632
968579-0,3000,4000
789097-0,1560,2080
922951-0,4608,3456
937049-2,2080,1560
767026-0,2736,3648
648044-2,4608,3456
739230-0,2080,1560
1083112-2,1536,2048
1307747-2,4608,3456
1075878-0,2000,1500
763665-0,1952,1464
970880-1,1632,1224
745565-1,2040,1536
977872-0,1728,2304
883770-0,3504,2628
876122-1,3000,4000
2102674-0,2048,1536
767012-3,1224,1632
1273581-2,3504,2628
863453-0,2736,3648
994158-2,2000,1500
935637-0,1224,1632
2015606-0,3456,4608
942245-1,2016,1512
1002746-1,2000,1500
1619578-2,1952,1464
1352124-0,3456,4608
2191854-1,2736,3648
648060-0,4000,3000
660472-1,1560,2080
1015457-0,1560,2080
1003523-2,1984,1488
844311-1,2736,3648
844441-0,1632,1224
781983-0,3456,4608
787373-0,2000,1500
2179152-2,2312,1734
755578-0,1824,1368
1342951-1,1500,2000
581671-0,1224,1632
880895-1,3000,4000
669615-0,3456,4608
2235213-1,1224,1632
767012-0,1632,1224
1144117-0,1152,864
910743-1,2736,3648
935635-2,2040,1530
674246-2,2080,1560
875726-0,2736,3648
747573-1,1224,1632
737587-1,2016,1512
648026-1,3456,4608
2193506-0,3648,2736
936999-0,1560,2080
813903-2,2000,1500
756204-2,1728,2304
612525-2,2000,1500
806331-0,2016,1512
756180-0,3000,4000
856132-1,1728,2304
858695-1,3000,4000
631984-2,3000,4000
864150-0,2048,1536
998807-0,1560,2080
756209-1,1224,1632
673953-2,3648,2736
669715-0,1632,1224
1259952-1,1560,2080
669637-0,1632,1224
756318-1,1464,1952
772151-0,3456,4608
2033879-2,2000,1500
764235-1,2312,1734
1265125-0,2000,1500
867480-1,2112,2816
1583586-2,2000,1500
775304-0,1512,2016
918004-0,2080,1560
909530-0,1952,1464
810480-2,1728,1296
756299-0,1500,2000
705522-1,3648,2736
762608-2,2000,1500
883105-2,4608,3456
883105-1,3456,4608
1264166-1,2736,3648
879274-1,4000,3000
811194-0,4000,3000
2145222-2,2304,1728
1970811-2,2000,1500
810698-0,2040,1536
806354-0,2000,1500
1330604-0,2736,3648
844776-2,2000,1496
756000-2,2000,1500
810733-0,2000,1500
949600-0,2016,1512
949596-2,2016,1512
2017836-2,4608,3456
839450-1,2080,1560
1309546-1,4608,3456
755594-2,4000,3000
1087582-0,2000,1500
895590-0,1500,2000
844446-2,1224,1632
787366-1,2736,3648
1251942-0,2736,3648
895735-1,1560,2080
1265125-1,2000,1500
669725-0,1368,1824
1390156-1,3456,4608
669682-2,2000,1500
810553-0,2080,1560
756195-0,2080,1560
705152-1,2000,1500
809505-1,2000,1500
808124-1,1512,2016
968040-1,1560,2080
864165-1,1488,1984
904560-1,1728,2304
849273-1,1952,1464
910926-3,2736,3648
756202-1,1728,2304
893117-3,1560,2080
992688-1,2304,1728
1257802-1,3456,4608
756226-1,1560,2080
697948-1,3648,2736
990555-2,1632,1224
1464504-2,2080,1560
906683-2,1632,1224
843038-2,2080,1560
787373-1,2000,1500
755713-0,2080,1560
1353800-2,2000,1500
861931-0,1560,2080
767977-2,4608,3456
681095-1,2016,1512
861257-2,2304,1728
586935-0,3648,2736
937053-2,2080,1560
765489-0,1488,1984
810535-0,1984,1488
810726-0,4000,3000
1570616-0,1560,2080
806329-2,2000,1500
866824-1,2080,1560
1281107-1,4000,3000
781983-1,3456,4608
1001321-1,1464,1952
810375-1,1920,2560
1184429-0,1500,2000
728793-1,1224,1632
1079822-2,2080,1560
847865-2,2304,1728
886081-2,2080,1560
2208179-3,2080,1560
942306-0,1728,2304
870090-0,2016,1512
1205446-1,864,1152
849078-1,2000,1500
848591-0,1496,2000
810730-0,2112,2816
755602-1,3456,4608
730030-0,2016,1512
756298-2,2304,1728
759380-1,2080,1560
968472-0,1500,2000
806320-1,2816,2112
1298750-1,1560,2080
1297893-1,3456,4608
1354664-1,3456,4608
2178809-1,2048,1536
2236670-1,3456,4608
810536-0,2080,1560
648029-2,4608,3456
808142-1,2000,1500
596185-2,4608,3456
942245-2,2016,1512
910172-1,2080,1560
1015255-3,2000,1500
1384268-1,3504,2628
1329797-2,2304,1728
875201-0,2080,1560
730035-2,2000,1500
860573-1,3648,2736
2178145-2,2048,1536
1936045-0,1500,2000
673953-1,2736,3648
810730-1,2816,2112
759373-2,2080,1560
669725-1,1368,1824
1026226-0,3504,2628
1464504-1,1560,2080
910939-2,2048,1536
811195-2,4608,3456
880900-0,4000,3000
756188-0,1536,2048
648080-2,3456,4608
868471-0,1500,2000
839897-1,1560,2080
808370-0,2312,1734
744679-2,2304,1728
1150281-2,2080,1560
910172-0,1560,2080
1081062-0,4000,3000
937052-0,2000,1500
1936961-0,2000,1500
918551-2,2304,1728
805775-0,3456,4608
756227-1,1464,1952
935635-0,2040,1530
546017-0,2304,1728
681117-1,1224,1632
1149994-0,1224,1632
875105-2,2080,1560
586902-1,3000,4000
939345-0,1728,1296
994160-2,2736,3648
648032-2,1824,1368
994158-0,2000,1500
904539-2,1940,2592
981245-1,3072,4096
648043-0,3456,4608
1384268-0,3504,2628
523315-1,2000,1500
2135740-1,2736,3648
805832-0,2736,3648
1051807-2,2000,1500
728789-1,1952,1464
942321-2,2816,2112
740313-2,1952,1464
622013-2,2000,1500
757985-2,3648,2736
844440-1,2000,1500
735437-0,3456,4608
847882-2,2000,1500
879448-2,2736,3648
2200414-1,3456,4608
763299-0,2080,1560
1363709-1,3000,4000
866824-0,2080,1560
816443-2,2000,1500
1087581-0,2112,2816
868486-1,1496,2000
949196-2,2000,1500
680359-1,1224,1632
965951-2,3648,2736
1226595-1,1500,2000
923084-1,2000,1500
756266-0,1464,1952
1009442-0,3456,4608
581692-1,1368,1824
674264-2,4608,3456
1439847-2,2048,1536
660440-1,3456,4608
756124-2,1560,2080
767974-0,2016,1512
623644-0,3456,4608
758421-2,1984,1488
1021650-1,1560,2080
805813-0,3456,4608
648070-0,3000,4000
785550-1,3456,4608
757979-1,2736,3648
756213-1,2080,1560
749423-2,2304,1728
2181558-1,2016,1512
1338451-2,2000,1500
1251998-0,3456,4608
876963-1,1224,1632
674290-1,1560,2080
753097-2,2016,1512
1016981-2,3648,2736
939359-1,2080,1560
2236670-2,3456,4608
1020795-1,1952,1464
756289-2,1560,2080
878347-1,1560,2080
1504496-0,2080,1560
1353790-2,2000,1500
1001322-1,4000,3000
1015272-1,2312,1734
808514-1,2016,1512
993387-0,2000,1500
880141-2,4608,3456
1329797-1,1728,2304
847502-1,1512,2016
756316-1,2000,1500
2087735-0,1512,2016
839451-2,2080,1560
942306-2,2304,1728
546158-2,3648,2736
2209203-1,2080,1560
838408-2,3648,2736
2033814-2,2048,1536
546263-0,1224,1632
648058-1,2048,1536
854369-1,1728,2304
2055262-1,2000,1500
2208179-0,2080,1560
810333-0,2016,1512
2170754-2,3648,2736
1331366-2,1952,1464
756271-2,2304,1728
849248-0,2000,1500
918613-2,4608,3456
907088-0,1224,1632
923084-2,2000,1500
728795-0,1632,1224
760140-1,1296,1728
566678-1,3456,4608
953205-0,1224,1632
968472-1,1500,2000
648029-1,3456,4608
853998-1,2000,1500
920438-1,2736,3648
768939-2,4608,3456
810568-2,1488,1984
933198-0,1224,1632
938086-0,2000,1500
2082909-1,2048,1536
1298949-1,2000,1500
654840-2,4000,3000
811666-0,1488,1984
741967-2,2080,1560
2055976-0,3456,4608
